"filename", "language", "JavaScript", "TypeScript", "HTML", "Draw.io", "comment", "blank", "total"
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/add-friend-modal/add-friend-modal.component.ts", "TypeScript", 0, -424, 0, 0, -4, -16, -444
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/friend-card/friend-card.component.html", "HTML", 0, 0, -38, 0, -4, -3, -45
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/friend-card/friend-card.component.ts", "TypeScript", 0, -17, 0, 0, 0, -3, -20
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/friend-modal/friend-modal.component.html", "HTML", 0, 0, -225, 0, -15, -10, -250
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/friend-modal/friend-modal.component.ts", "TypeScript", 0, -448, 0, 0, -10, -19, -477
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/friend-requests-modal/friend-requests-modal.component.html", "HTML", 0, 0, -16, 0, 0, -1, -17
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/friend-requests-modal/friend-requests-modal.component.ts", "TypeScript", 0, -37, 0, 0, -1, -6, -44
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/profile-card/profile-card.component.html", "HTML", 0, 0, -128, 0, -11, -4, -143
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/profile-card/profile-card.component.ts", "TypeScript", 0, -72, 0, 0, -3, -7, -82
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/request-card/request-card.component.html", "HTML", 0, 0, -47, 0, -6, -2, -55
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/request-card/request-card.component.ts", "TypeScript", 0, -43, 0, 0, -1, -7, -51
"/home/josh/repos/doughleap/frontend/src/app/social/feature/timeline/state/timeline-state.ts", "TypeScript", 0, -5, 0, 0, 0, -1, -6
"/home/josh/repos/doughleap/frontend/src/app/social/feature/timeline/timeline.component.html", "HTML", 0, 0, -82, 0, 0, -1, -83
"/home/josh/repos/doughleap/frontend/src/app/social/feature/timeline/timeline.component.ts", "TypeScript", 0, -75, 0, 0, -3, -11, -89
"/home/josh/repos/doughleap/frontend/src/app/social/feature/timeline/ui/event/event.component.html", "HTML", 0, 0, -1, 0, 0, -1, -2
"/home/josh/repos/doughleap/frontend/src/app/social/feature/timeline/ui/event/event.component.ts", "TypeScript", 0, -10, 0, 0, 0, -3, -13
"/home/josh/repos/doughleap/frontend/src/app/social/social-page.component.html", "HTML", 0, 0, -27, 0, -13, -2, -42
"/home/josh/repos/doughleap/frontend/src/app/social/social-page.component.ts", "TypeScript", 0, -62, 0, 0, 0, -8, -70
"/home/josh/repos/doughleap/frontend/src/app/social/state/followship-actions.ts", "TypeScript", 0, -73, 0, 0, 0, -6, -79
"/home/josh/repos/doughleap/frontend/src/app/social/state/followship-effects.ts", "TypeScript", 0, -139, 0, 0, 0, -8, -147
"/home/josh/repos/doughleap/frontend/src/app/social/state/followship-reducers.ts", "TypeScript", 0, -98, 0, 0, 0, -2, -100
"/home/josh/repos/doughleap/frontend/src/app/social/state/followship-selectors.ts", "TypeScript", 0, -21, 0, 0, 0, -11, -32
"/home/josh/repos/doughleap/frontend/src/app/social/state/followship-state.ts", "TypeScript", 0, -20, 0, 0, 0, -2, -22
"/home/josh/repos/doughleap/frontend/src/app/social/state/friendship-actions.ts", "TypeScript", 0, -76, 0, 0, 0, -7, -83
"/home/josh/repos/doughleap/frontend/src/app/social/state/friendship-effects.ts", "TypeScript", 0, -149, 0, 0, 0, -9, -158
"/home/josh/repos/doughleap/frontend/src/app/social/state/friendship-reducers.ts", "TypeScript", 0, -102, 0, 0, 0, -2, -104
"/home/josh/repos/doughleap/frontend/src/app/social/state/friendship-selectors.ts", "TypeScript", 0, -20, 0, 0, 0, -9, -29
"/home/josh/repos/doughleap/frontend/src/app/social/state/friendship-state.ts", "TypeScript", 0, -21, 0, 0, 0, -2, -23
"/home/josh/repos/doughleap/server/modules/UNUSED/clients/handler.js", "JavaScript", 87, 0, 0, 0, 0, 7, 94
